Subject,Age,Ethnicity,Sex,Block,TargetFeature,Lag,T1Pos,T2Pos,T2isT1,T1SPE,T2SPE,T1RespPos,T2RespPos,T1Resp,T2Resp,T1Conf,T2Conf,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
8,18,White/Caucasian,male,2,Annulus,3,8,11,0,-1,0,7,11,W,E,2,1,R,U,C,Y,F,T,W,B,K,M,E,S,A,D,I,V,O,X,L,Z,G,N,P,H,Q,J
8,18,White/Caucasian,male,2,Annulus,2,7,9,0,-2,-5,5,4,R,Y,2,1,X,Z,U,Y,R,V,J,D,I,M,E,B,Q,C,H,K,G,P,O,N,W,F,T,A,S,L
8,18,White/Caucasian,male,2,Annulus,3,8,11,0,0,-6,8,5,R,E,1,1,S,I,H,D,E,P,O,R,B,N,M,G,C,T,X,K,W,Q,U,A,L,Z,V,Y,F,J
8,18,White/Caucasian,male,2,Annulus,1,10,11,0,-1,3,9,14,W,Y,2,2,Z,K,H,Q,A,L,M,J,W,U,V,N,R,Y,D,G,T,O,I,E,C,B,S,F,P,X
8,18,White/Caucasian,male,2,Annulus,9,6,15,0,0,1,6,16,Z,R,2,2,I,O,C,A,N,Z,F,M,H,X,V,P,U,Y,D,R,J,T,Q,K,S,E,W,L,G,B
8,18,White/Caucasian,male,2,Annulus,6,7,13,0,0,1,7,14,O,W,2,2,Q,T,A,K,S,L,O,H,I,N,U,V,E,W,Z,R,D,G,X,P,F,M,C,J,B,Y
8,18,White/Caucasian,male,2,Annulus,6,9,15,0,0,1,9,16,P,L,2,2,U,M,X,V,O,H,E,D,P,K,C,F,G,B,T,L,J,A,N,Y,I,S,Q,R,Z,W
8,18,White/Caucasian,male,2,Annulus,2,8,10,0,0,-3,8,7,D,E,3,3,G,M,C,A,Y,Z,E,D,X,B,V,Q,W,K,H,T,F,R,S,L,N,J,U,O,P,I
8,18,White/Caucasian,male,2,Annulus,9,10,19,0,1,0,11,19,R,N,2,3,M,B,F,C,Q,L,U,O,S,J,R,I,H,P,A,Y,Z,X,N,K,W,T,E,G,V,D
8,18,White/Caucasian,male,2,Annulus,1,9,10,0,-1,-2,8,8,O,O,3,1,J,V,T,W,D,L,Q,O,G,P,S,U,C,K,I,B,F,E,Z,A,H,Y,M,R,N,X
8,18,White/Caucasian,male,2,Annulus,3,10,13,0,1,3,11,16,Q,X,1,1,C,F,E,D,U,G,L,T,M,P,Q,Z,S,A,Y,X,J,H,I,K,V,N,R,B,W,O
8,18,White/Caucasian,male,2,Annulus,1,8,9,0,-7,12,1,21,P,B,1,1,P,N,I,S,K,R,X,C,J,V,U,E,G,F,A,T,Y,L,O,W,B,M,Z,D,H,Q
8,18,White/Caucasian,male,2,Annulus,6,8,14,0,-1,0,7,14,D,Y,2,2,I,E,A,F,C,N,D,J,L,B,R,X,T,Y,O,W,S,U,P,H,Q,M,V,Z,G,K
8,18,White/Caucasian,male,2,Annulus,2,10,12,0,0,-4,10,8,M,F,2,1,A,Q,N,Y,T,X,S,F,K,M,D,I,G,U,R,L,B,O,Z,P,E,H,J,V,C,W
8,18,White/Caucasian,male,2,Annulus,9,10,19,0,-1,1,9,20,W,R,2,2,D,Q,G,V,N,L,M,E,W,A,H,O,F,S,J,C,K,Z,Y,R,X,B,I,P,U,T
8,18,White/Caucasian,male,3,Annulus,6,7,13,0,0,1,7,14,S,M,3,3,X,T,C,I,G,K,S,B,W,A,D,O,F,M,J,L,R,H,Q,P,V,N,E,U,Z,Y
8,18,White/Caucasian,male,3,Annulus,1,7,8,0,0,-4,7,4,L,O,3,1,A,W,H,O,M,Q,L,G,X,P,N,V,S,Z,Y,T,C,J,D,R,I,K,B,E,U,F
8,18,White/Caucasian,male,3,Annulus,3,8,11,0,0,1,8,12,D,P,3,1,O,R,B,W,F,V,I,D,K,Q,S,P,N,L,G,M,E,Z,H,J,Y,A,T,U,C,X
8,18,White/Caucasian,male,3,Annulus,9,6,15,0,0,0,6,15,M,T,3,3,E,Z,B,A,K,M,H,P,V,G,W,C,O,L,T,F,S,N,D,U,J,X,R,I,Q,Y
8,18,White/Caucasian,male,3,Annulus,9,10,19,0,0,0,10,19,W,O,3,3,N,L,Z,B,S,C,G,J,K,W,M,A,I,X,E,F,R,H,O,P,Q,V,Y,D,T,U
8,18,White/Caucasian,male,3,Annulus,3,9,12,0,0,1,9,13,O,H,3,3,R,Z,G,J,T,P,I,E,O,L,C,X,H,S,A,B,M,F,U,K,W,N,V,D,Q,Y
8,18,White/Caucasian,male,3,Annulus,9,8,17,0,0,1,8,18,S,G,3,3,N,I,D,Y,E,H,F,S,B,P,T,V,Z,X,R,L,Q,G,U,A,W,C,K,J,M,O
8,18,White/Caucasian,male,3,Annulus,6,10,16,0,0,1,10,17,T,U,3,3,N,X,Z,C,S,J,B,K,Q,T,V,F,M,A,D,W,U,L,E,H,O,R,I,G,Y,P
8,18,White/Caucasian,male,3,Annulus,9,7,16,0,0,1,7,17,N,W,3,3,F,H,T,U,K,V,N,I,Z,R,B,P,L,G,O,Y,W,M,C,D,X,J,S,A,Q,E
8,18,White/Caucasian,male,3,Annulus,6,7,13,0,-3,1,4,14,D,C,3,3,F,P,L,D,I,M,G,S,T,X,Y,J,R,C,E,W,B,H,A,O,V,U,Z,K,N,Q
8,18,White/Caucasian,male,3,Annulus,9,9,18,0,-2,1,7,19,O,J,3,3,L,Q,Y,P,N,M,O,A,F,D,Z,K,W,R,E,C,X,I,J,H,B,U,G,V,S,T
8,18,White/Caucasian,male,3,Annulus,6,9,15,0,0,1,9,16,Z,T,3,3,J,G,L,X,U,R,Y,A,Z,H,D,M,Q,I,W,T,K,V,C,F,O,P,E,B,N,S
8,18,White/Caucasian,male,3,Annulus,3,7,10,0,9,0,16,10,E,P,1,1,T,Z,U,Q,O,H,X,B,N,P,G,F,S,I,V,E,C,A,Y,R,W,D,J,L,M,K
8,18,White/Caucasian,male,3,Annulus,9,6,15,0,2,0,8,15,Z,G,2,3,V,P,O,K,I,F,H,Z,M,N,X,B,L,T,G,A,W,R,J,Y,D,S,E,Q,C,U
8,18,White/Caucasian,male,3,Annulus,2,8,10,0,1,-6,9,4,O,R,3,1,L,E,M,R,I,H,K,Q,O,T,A,J,U,W,B,F,G,Y,S,N,V,Z,X,C,P,D
8,18,White/Caucasian,male,3,Annulus,2,8,10,0,-6,-1,2,9,O,T,1,1,Z,O,X,U,W,K,A,Q,T,E,L,V,J,Y,G,C,R,P,B,H,F,D,N,S,M,I
8,18,White/Caucasian,male,3,Annulus,6,6,12,0,0,1,6,13,P,V,3,3,J,U,E,F,A,P,L,N,O,W,Z,X,V,B,H,Q,K,G,M,R,T,C,Y,I,D,S
8,18,White/Caucasian,male,3,Annulus,3,7,10,0,0,1,7,11,C,V,3,,G,D,I,K,J,A,C,W,P,U,V,Z,H,B,Q,S,T,M,L,E,O,N,X,Y,R,F
8,18,White/Caucasian,male,3,Annulus,2,7,9,0,-1,-1,6,8,Y,G,1,1,J,P,U,V,K,Y,S,G,I,C,L,O,A,Q,E,H,F,R,T,D,W,Z,M,X,B,N
8,18,White/Caucasian,male,3,Annulus,1,7,8,0,1,-2,8,6,Y,R,1,1,E,G,H,Z,J,R,U,Y,C,X,Q,P,N,T,F,L,W,B,K,V,D,S,A,I,O,M
8,18,White/Caucasian,male,3,Annulus,2,10,12,0,0,-1,10,11,H,G,1,1,U,X,F,Y,E,I,C,B,V,H,G,P,K,N,T,R,Q,Z,J,M,O,W,A,L,S,D
8,18,White/Caucasian,male,3,Annulus,3,6,9,0,-1,2,5,11,M,I,3,1,A,Y,F,C,M,J,X,U,V,T,I,S,Z,Q,D,H,W,P,K,B,E,G,N,R,L,O
8,18,White/Caucasian,male,3,Annulus,3,10,13,0,0,1,10,14,B,E,3,3,W,S,Q,H,V,U,Z,T,D,B,O,Y,M,E,P,X,F,A,K,J,C,R,G,L,N,I
8,18,White/Caucasian,male,3,Annulus,2,7,9,1,1,-2,8,7,D,F,3,1,P,G,Z,K,I,B,F,D,S,E,Y,C,U,L,R,O,A,J,H,W,Q,N,X,T,V,M
8,18,White/Caucasian,male,3,Annulus,6,8,14,0,-3,-2,5,12,O,E,3,1,W,V,J,Y,O,L,X,G,R,C,M,E,D,F,P,H,Z,T,Q,S,I,B,U,A,N,K
8,18,White/Caucasian,male,3,Annulus,9,10,19,0,0,0,10,19,I,C,3,3,P,F,Q,J,U,E,K,M,R,I,H,B,X,N,A,W,V,T,C,O,G,S,Z,D,Y,L
8,18,White/Caucasian,male,3,Annulus,6,9,15,,0,,9,,A,,3,3,T,B,U,W,H,R,F,Y,A,K,L,J,Z,X,V,M,N,C,D,G,S,Q,I,E,P,O
8,18,White/Caucasian,male,3,Annulus,1,10,11,0,-1,10,9,21,O,K,3,1,S,C,V,T,G,U,X,A,O,Q,Y,R,B,N,I,P,L,H,Z,E,K,D,J,F,W,M
8,18,White/Caucasian,male,3,Annulus,9,7,16,0,1,0,8,16,X,J,3,3,V,A,Q,C,Z,G,M,X,B,L,D,O,H,F,Y,J,I,P,T,R,E,N,K,W,S,U
8,18,White/Caucasian,male,3,Annulus,1,8,9,0,1,16,9,25,P,I,3,1,S,W,A,Y,G,Z,E,J,P,C,V,L,H,N,M,U,K,T,Q,X,R,F,B,D,I,O
8,18,White/Caucasian,male,3,Annulus,2,6,8,0,0,-3,6,5,E,B,3,3,Z,P,F,O,B,E,I,T,A,S,J,D,X,L,R,K,W,G,C,Q,U,N,Y,V,H,M
8,18,White/Caucasian,male,3,Annulus,3,9,12,0,0,5,9,17,B,M,3,1,A,K,O,U,I,V,Y,C,B,G,R,Q,N,W,L,F,M,T,Z,J,S,H,P,X,E,D
8,18,White/Caucasian,male,3,Annulus,1,8,9,0,1,-2,9,7,Y,W,1,1,X,B,N,Z,Q,T,W,P,Y,M,C,R,I,L,G,H,J,S,O,U,K,D,E,F,V,A
8,18,White/Caucasian,male,3,Annulus,9,8,17,0,0,1,8,18,O,Y,3,3,I,F,M,J,A,K,N,O,U,T,P,G,V,D,X,E,L,Y,Q,S,H,R,B,Z,C,W
8,18,White/Caucasian,male,3,Annulus,1,6,7,0,0,0,6,7,D,W,2,2,L,F,H,C,M,D,W,T,O,V,G,N,B,J,A,I,K,P,S,R,Q,E,X,Y,U,Z
8,18,White/Caucasian,male,3,Annulus,3,6,9,0,2,1,8,10,E,M,2,2,W,Y,H,O,X,V,R,E,F,M,D,N,Z,C,I,K,B,L,Q,P,T,S,U,A,G,J
8,18,White/Caucasian,male,3,Annulus,1,9,10,0,0,0,9,10,D,R,1,1,B,J,U,H,I,O,N,A,D,R,F,P,K,E,Z,L,C,X,Q,S,W,T,M,G,V,Y
8,18,White/Caucasian,male,3,Annulus,1,9,10,0,16,15,25,25,Q,Q,1,1,H,M,F,V,C,U,T,S,Z,W,N,G,K,R,I,J,P,E,A,L,B,O,Y,D,Q,X
8,18,White/Caucasian,male,3,Annulus,1,10,11,0,1,9,11,20,S,R,2,1,N,M,H,O,V,Q,P,D,X,F,S,G,J,A,K,E,B,U,Z,R,W,L,C,T,I,Y
8,18,White/Caucasian,male,3,Annulus,6,6,12,0,7,0,13,12,U,I,2,2,O,M,X,P,R,Z,B,N,Q,V,A,I,U,K,L,H,Y,E,W,S,C,T,J,G,D,F
8,18,White/Caucasian,male,3,Annulus,6,8,14,0,0,1,8,15,Y,P,2,2,X,J,U,T,B,M,O,Y,I,F,K,D,G,L,P,N,S,C,W,Q,V,H,R,A,Z,E
8,18,White/Caucasian,male,3,Annulus,1,6,7,0,10,0,16,7,I,W,2,2,A,E,H,T,B,Z,W,G,D,K,X,Q,L,M,P,I,C,N,J,U,F,S,V,Y,R,O
8,18,White/Caucasian,male,3,Annulus,2,6,8,0,1,3,7,11,O,V,1,1,C,B,Q,K,U,R,O,H,M,P,V,D,W,F,J,Y,N,T,I,G,L,E,X,A,S,Z
8,18,White/Caucasian,male,3,Annulus,2,9,11,0,3,0,12,11,Z,Q,2,2,E,H,S,G,N,K,X,L,C,P,Q,Z,W,Y,M,A,V,R,T,I,O,B,J,F,D,U
8,18,White/Caucasian,male,3,Annulus,3,8,11,0,0,5,8,16,T,U,3,1,O,G,R,K,Z,V,S,T,C,B,D,M,N,E,J,U,P,Y,H,Q,L,F,X,W,A,I
8,18,White/Caucasian,male,3,Annulus,2,9,11,0,2,10,11,21,O,T,2,1,D,M,X,B,U,E,Q,L,H,G,O,R,W,P,K,S,Z,A,N,J,T,C,Y,F,I,V
8,18,White/Caucasian,male,3,Annulus,6,10,16,0,1,1,11,17,Z,R,3,3,G,T,E,M,F,U,A,Q,L,P,Z,D,J,Y,K,X,R,O,B,I,S,N,H,W,C,V
8,18,White/Caucasian,male,3,Annulus,2,10,12,0,0,-1,10,11,W,I,3,1,D,Y,N,K,Z,A,R,P,F,W,I,L,X,V,S,M,G,E,O,U,Q,B,H,J,C,T
8,18,White/Caucasian,male,3,Annulus,9,9,18,0,0,-1,9,17,C,W,2,2,S,J,O,T,A,U,I,L,C,N,K,Q,H,Y,B,E,W,R,X,F,P,D,G,V,M,Z
8,18,White/Caucasian,male,3,Annulus,3,10,13,0,4,2,14,15,V,R,3,3,Y,H,L,J,Z,B,W,I,P,S,Q,M,N,V,R,C,T,F,O,K,G,D,A,U,E,X
8,18,White/Caucasian,male,4,Annulus,1,9,10,0,0,0,9,10,X,S,2,2,N,I,D,A,O,W,T,J,X,S,B,F,Z,P,L,U,G,V,Y,M,Q,C,K,E,R,H
8,18,White/Caucasian,male,4,Annulus,1,10,11,0,1,6,11,17,A,E,2,2,U,Z,R,W,X,H,S,C,V,Q,A,B,N,K,O,I,E,G,L,T,Y,P,J,F,D,M
8,18,White/Caucasian,male,4,Annulus,1,9,10,0,0,0,9,10,H,M,2,2,B,Q,D,G,O,Z,E,N,H,M,F,S,V,T,C,I,L,P,X,J,R,U,Y,A,K,W
8,18,White/Caucasian,male,4,Annulus,3,10,13,0,0,2,10,15,I,U,2,3,C,A,L,Y,W,M,P,S,O,I,Q,T,N,X,U,V,E,D,K,Z,F,R,G,J,H,B
8,18,White/Caucasian,male,4,Annulus,9,10,19,0,1,1,11,20,M,K,3,3,P,W,F,N,L,I,Z,Y,B,U,M,A,G,H,X,Q,S,V,J,K,O,C,E,D,R,T
8,18,White/Caucasian,male,4,Annulus,6,9,15,0,1,1,10,16,C,Z,2,1,A,O,G,J,L,N,U,R,P,C,E,K,I,M,T,Z,X,F,V,D,S,H,Q,Y,W,B
8,18,White/Caucasian,male,4,Annulus,1,8,9,0,0,0,8,9,I,N,2,1,G,U,B,L,D,S,E,I,N,W,R,J,T,V,Y,C,X,H,Q,F,M,A,O,K,P,Z
8,18,White/Caucasian,male,4,Annulus,2,8,10,0,1,1,9,11,Z,I,2,3,T,U,W,E,F,Y,K,R,Z,X,I,G,N,P,S,O,B,D,H,V,C,M,A,L,J,Q
8,18,White/Caucasian,male,4,Annulus,2,9,11,0,1,2,10,13,X,P,2,,W,V,L,J,G,I,H,U,S,X,E,T,P,Q,Y,B,O,K,A,R,M,Z,D,F,C,N
8,18,White/Caucasian,male,4,Annulus,2,10,12,1,1,-2,11,10,A,E,2,2,I,J,U,W,Q,L,M,T,R,E,A,H,N,C,O,K,S,B,Z,Y,D,V,X,F,P,G
8,18,White/Caucasian,male,4,Annulus,6,10,16,0,0,0,10,16,I,A,2,2,E,H,V,U,J,O,S,R,F,I,D,M,N,X,Z,A,P,G,Y,Q,C,T,K,B,L,W
8,18,White/Caucasian,male,4,Annulus,6,6,12,0,1,1,7,13,G,S,2,2,V,R,W,B,C,K,G,L,F,I,T,N,S,E,Y,D,O,H,A,Q,M,U,P,J,X,Z
8,18,White/Caucasian,male,4,Annulus,2,7,9,,1,,8,,W,O,2,2,E,D,B,L,U,T,K,W,Y,H,G,Q,C,V,R,X,M,F,J,Z,N,S,A,P,I,O
8,18,White/Caucasian,male,4,Annulus,6,8,14,0,8,1,16,15,W,Z,2,3,E,Q,S,N,I,F,G,B,T,R,K,D,O,L,Z,W,H,J,Y,U,V,A,M,P,C,X
8,18,White/Caucasian,male,4,Annulus,2,9,11,0,0,-1,9,10,D,Q,2,2,P,F,Y,W,C,E,I,R,D,Q,U,J,M,V,G,O,A,L,H,X,S,B,N,T,Z,K
8,18,White/Caucasian,male,4,Annulus,3,9,12,0,-1,10,8,22,Y,D,3,1,R,V,M,B,E,I,W,Y,U,F,A,Z,C,N,Q,L,P,G,X,S,O,D,H,T,J,K
8,18,White/Caucasian,male,4,Annulus,2,6,8,0,-4,0,2,8,Y,S,1,1,U,Y,G,C,D,V,J,S,R,X,M,T,N,O,Q,W,E,P,B,I,A,L,F,Z,H,K
8,18,White/Caucasian,male,4,Annulus,3,9,12,0,-2,2,7,14,Z,C,2,2,B,U,M,P,I,K,Z,F,N,X,V,L,Q,C,J,H,W,O,E,A,R,Y,D,G,S,T
8,18,White/Caucasian,male,4,Annulus,9,9,18,0,0,0,9,18,S,O,3,3,N,F,G,V,A,J,Q,B,S,R,M,Y,W,U,T,K,D,O,P,L,C,H,Z,I,X,E
8,18,White/Caucasian,male,4,Annulus,9,6,15,0,0,1,6,16,W,Y,3,3,V,B,Q,U,C,W,I,S,J,H,O,A,X,Z,K,Y,D,F,P,T,E,N,L,R,G,M
8,18,White/Caucasian,male,4,Annulus,6,9,15,0,0,3,9,18,T,U,2,2,X,N,H,C,F,D,Q,Y,T,M,V,S,P,B,E,K,Z,U,O,I,R,L,A,J,W,G
8,18,White/Caucasian,male,4,Annulus,9,10,19,0,0,1,10,20,H,N,2,2,A,J,L,Q,D,R,O,T,Y,H,C,S,M,G,V,Z,K,W,F,N,B,E,U,X,P,I
8,18,White/Caucasian,male,4,Annulus,2,7,9,0,11,-5,18,4,E,I,2,1,A,Y,G,I,P,S,X,F,Z,J,M,D,U,H,T,L,W,E,Q,R,B,O,C,K,N,V
8,18,White/Caucasian,male,4,Annulus,1,8,9,0,0,0,8,9,K,M,1,1,Q,P,Z,B,T,W,I,K,M,J,E,L,N,X,U,O,D,C,G,F,A,Y,S,R,H,V
8,18,White/Caucasian,male,4,Annulus,9,7,16,0,-2,0,5,16,T,C,1,1,O,Z,H,Y,T,S,A,X,D,U,E,Q,F,W,N,C,I,B,P,J,K,M,G,V,L,R
8,18,White/Caucasian,male,4,Annulus,3,7,10,0,0,4,7,14,U,P,3,1,M,E,W,O,N,Z,U,Q,T,L,Y,V,H,P,B,C,D,K,G,F,R,A,J,S,I,X
8,18,White/Caucasian,male,4,Annulus,3,7,10,0,0,2,7,12,D,M,3,3,E,K,Q,U,Y,I,D,X,L,W,G,M,T,J,C,R,F,P,S,A,Z,H,N,O,B,V
8,18,White/Caucasian,male,4,Annulus,6,6,12,0,0,1,6,13,A,M,3,2,Q,X,L,V,Z,A,H,C,K,F,G,I,M,Y,S,O,D,J,E,R,B,W,U,T,P,N
8,18,White/Caucasian,male,4,Annulus,1,6,7,0,0,-5,6,2,Z,E,2,1,U,E,N,O,F,Z,X,W,D,G,Q,R,H,J,C,Y,B,T,K,P,S,A,M,I,V,L
8,18,White/Caucasian,male,4,Annulus,1,7,8,1,-3,-1,4,7,D,K,2,1,R,E,F,D,W,T,K,O,N,V,I,H,C,Y,Q,X,A,P,M,L,G,S,B,Z,J,U
8,18,White/Caucasian,male,4,Annulus,2,8,10,0,0,3,8,13,C,Q,3,2,K,S,D,Y,R,J,B,C,G,I,T,A,Q,N,W,Z,H,P,V,E,X,O,F,M,U,L
8,18,White/Caucasian,male,4,Annulus,6,8,14,0,7,0,15,14,N,I,2,2,V,P,Z,L,Y,A,C,R,S,X,G,O,H,I,N,T,Q,M,D,K,F,B,E,U,W,J
8,18,White/Caucasian,male,4,Annulus,3,6,9,0,0,1,6,10,X,Q,2,2,O,H,K,R,G,X,L,I,Z,Q,C,J,F,B,T,A,D,P,U,V,Y,W,N,M,S,E
8,18,White/Caucasian,male,4,Annulus,9,9,18,1,2,-9,11,9,O,D,2,3,Z,P,I,W,K,G,S,U,D,M,O,V,J,R,F,H,X,C,B,Q,T,A,E,L,Y,N
8,18,White/Caucasian,male,4,Annulus,3,8,11,0,0,1,8,12,W,R,3,3,K,I,X,G,Z,E,L,W,O,T,H,R,F,B,A,N,S,P,D,Y,M,V,J,C,U,Q
8,18,White/Caucasian,male,4,Annulus,1,10,11,,1,,11,,I,,,3,L,G,D,H,M,U,N,O,C,F,I,S,Q,V,A,J,E,T,K,B,W,P,Y,Z,X,R
8,18,White/Caucasian,male,4,Annulus,3,10,13,0,0,-1,10,12,G,I,2,2,H,U,D,W,E,L,X,Y,A,G,S,I,F,J,M,Q,N,C,P,V,K,Z,R,B,T,O
8,18,White/Caucasian,male,4,Annulus,2,10,12,0,1,4,11,16,D,E,2,2,X,S,Q,J,A,Z,V,L,I,G,D,K,R,P,Y,E,M,W,T,O,C,B,N,H,F,U
8,18,White/Caucasian,male,4,Annulus,6,7,13,0,12,1,19,14,I,Q,2,2,T,Y,D,U,A,P,K,B,E,N,W,R,J,Q,X,C,V,H,I,G,S,M,F,Z,L,O
8,18,White/Caucasian,male,4,Annulus,9,8,17,0,5,0,13,17,D,X,2,3,E,W,O,A,J,Z,Q,B,T,G,C,N,D,M,U,I,X,L,R,V,H,P,S,K,F,Y
8,18,White/Caucasian,male,4,Annulus,2,6,8,0,0,0,6,8,W,B,2,2,N,T,Z,X,P,W,G,B,M,Y,C,H,A,K,F,D,J,Q,E,L,U,V,I,O,R,S
8,18,White/Caucasian,male,4,Annulus,6,10,16,0,-2,1,8,17,W,R,2,2,U,E,Z,P,F,Q,T,W,G,V,S,J,D,O,I,K,R,X,Y,M,L,B,N,H,C,A
8,18,White/Caucasian,male,4,Annulus,9,6,15,0,0,0,6,15,T,E,2,2,P,L,V,J,C,T,N,S,G,F,D,Q,Y,K,E,X,M,B,A,H,O,U,Z,I,W,R
8,18,White/Caucasian,male,4,Annulus,9,7,16,0,1,0,8,16,N,F,3,1,Y,Q,L,V,T,P,E,N,M,S,X,K,U,C,B,F,H,G,W,R,I,Z,A,O,D,J
8,18,White/Caucasian,male,4,Annulus,3,6,9,0,0,4,6,13,M,E,2,1,S,V,D,H,C,M,N,P,L,U,R,Q,E,J,Z,G,I,O,K,F,B,Y,W,A,T,X
8,18,White/Caucasian,male,4,Annulus,6,7,13,0,0,1,7,14,O,A,2,1,Z,X,M,Y,K,G,O,H,W,U,J,I,F,A,N,B,R,Q,V,S,P,L,T,D,E,C
8,18,White/Caucasian,male,4,Annulus,3,8,11,0,-1,3,7,14,N,A,2,2,U,J,V,O,X,P,N,G,C,Z,I,H,Y,A,F,M,K,R,D,T,W,Q,E,S,B,L
8,18,White/Caucasian,male,4,Annulus,1,6,7,1,1,-1,7,6,G,Q,2,2,T,J,F,A,K,Q,G,R,X,E,V,Y,O,Z,U,D,H,B,L,M,I,P,W,C,N,S
8,18,White/Caucasian,male,4,Annulus,9,8,17,0,1,0,9,17,D,E,1,1,N,I,H,B,O,G,R,Y,D,J,S,M,F,W,Z,K,E,C,P,V,A,T,L,Q,U,X
8,18,White/Caucasian,male,4,Annulus,1,7,8,1,1,-1,8,7,J,A,1,1,E,D,K,H,G,S,A,J,B,P,N,U,F,Z,M,I,R,V,L,O,Q,W,Y,T,C,X
8,18,White/Caucasian,male,5,Annulus,6,9,15,0,0,0,9,15,F,B,2,2,J,O,X,K,N,T,S,M,F,H,I,L,Z,G,B,Y,R,A,V,C,P,Q,D,W,E,U
8,18,White/Caucasian,male,5,Annulus,6,8,14,0,0,0,8,14,L,Q,2,1,V,B,U,F,I,K,R,L,P,C,J,Y,M,Q,N,T,G,X,Z,H,O,S,D,E,A,W
8,18,White/Caucasian,male,5,Annulus,3,10,13,0,0,0,10,13,T,I,2,1,K,J,A,P,E,L,V,Q,N,T,C,D,I,X,B,G,Y,Z,W,H,O,R,M,S,F,U
8,18,White/Caucasian,male,5,Annulus,3,7,10,0,0,2,7,12,M,J,3,2,S,Z,Y,P,H,D,M,B,A,V,T,J,X,K,F,O,R,I,G,E,W,N,U,Q,C,L
8,18,White/Caucasian,male,5,Annulus,2,7,9,0,9,-3,16,6,M,E,2,2,W,I,S,O,H,E,G,K,X,D,Z,P,A,V,Y,M,L,J,T,F,C,Q,R,U,B,N
8,18,White/Caucasian,male,5,Annulus,2,10,12,0,0,0,10,12,Q,I,2,3,X,H,S,O,T,K,D,A,B,Q,Z,I,L,N,F,J,P,V,E,U,G,C,W,M,Y,R
8,18,White/Caucasian,male,5,Annulus,3,8,11,1,1,-3,9,8,S,O,3,1,W,J,C,V,E,M,N,O,S,I,L,Y,D,Z,H,A,B,U,F,Q,R,K,G,X,T,P
8,18,White/Caucasian,male,5,Annulus,2,8,10,0,2,-1,10,9,N,T,2,1,W,E,I,D,R,P,X,H,T,N,J,O,G,M,B,Y,U,C,A,Q,V,S,F,K,Z,L
8,18,White/Caucasian,male,5,Annulus,2,8,10,1,-1,-2,7,8,W,R,3,2,Q,V,L,X,I,S,W,R,D,F,U,Z,O,G,J,Y,T,H,M,C,B,E,P,K,A,N
8,18,White/Caucasian,male,5,Annulus,6,8,14,0,0,0,8,14,Z,G,2,3,P,M,L,C,O,H,N,Z,Y,V,U,B,J,G,I,Q,T,W,K,D,X,E,F,R,A,S
8,18,White/Caucasian,male,5,Annulus,3,8,11,0,0,2,8,13,W,M,3,1,O,P,L,G,V,D,C,W,H,I,R,N,M,A,U,X,S,Y,T,K,E,Q,B,Z,J,F
8,18,White/Caucasian,male,5,Annulus,6,10,16,0,-1,1,9,17,V,R,3,2,A,E,Q,G,I,O,M,J,V,T,C,P,D,F,B,K,R,X,L,H,Y,U,N,S,W,Z
8,18,White/Caucasian,male,5,Annulus,9,8,17,0,0,1,8,18,P,E,3,3,L,U,V,H,O,I,F,P,B,M,A,Y,W,Z,S,X,Q,E,R,N,K,G,D,T,J,C
8,18,White/Caucasian,male,5,Annulus,3,6,9,0,4,-2,10,7,D,Z,2,3,P,A,E,N,B,U,Z,C,X,D,K,J,O,M,W,V,Q,H,I,F,G,R,S,T,Y,L
8,18,White/Caucasian,male,5,Annulus,1,8,9,0,0,-2,8,7,Y,F,2,2,K,S,P,C,B,M,F,Y,V,O,G,Z,T,Q,J,N,A,U,R,H,W,D,I,E,X,L
8,18,White/Caucasian,male,5,Annulus,3,7,10,0,0,2,7,12,U,E,3,3,F,S,V,N,K,C,U,I,Q,M,T,E,X,R,P,J,B,Y,A,O,W,G,H,L,D,Z
8,18,White/Caucasian,male,5,Annulus,2,9,11,0,1,4,10,15,A,X,2,2,P,J,U,R,C,V,K,Z,N,A,O,T,Y,M,X,I,Q,G,D,L,W,S,B,H,F,E
8,18,White/Caucasian,male,5,Annulus,9,9,18,0,1,0,10,18,J,X,2,2,S,F,I,C,Y,W,O,H,L,J,G,E,R,M,D,V,B,X,A,U,P,T,Z,N,K,Q
8,18,White/Caucasian,male,5,Annulus,1,10,11,0,1,1,11,12,U,A,2,2,C,V,N,B,H,F,W,O,L,Z,U,A,S,R,X,G,Q,I,P,T,D,E,M,K,J,Y
8,18,White/Caucasian,male,5,Annulus,1,7,8,0,0,0,7,8,G,U,2,2,Z,L,H,C,K,N,G,U,Q,W,I,Y,D,M,B,V,S,O,P,A,T,F,X,R,E,J
8,18,White/Caucasian,male,5,Annulus,6,6,12,0,2,-9,8,3,W,U,2,1,F,V,U,Y,C,H,J,W,M,R,K,X,E,A,N,Z,D,L,G,O,T,B,S,Q,I,P
